country_code,gdp_data_level,gdp_domain,year,gdp
COL,national,national,2020,5891.95523215403
COL,national,national,2021,6457.16921807086
COL,national,national,2022,6854.20923557884
COL,national,national,2023,6819.17983072755
COL,national,national,2024,6868.08959125628
COL,national,national,2025,6960.5553819685
COL,national,national,2026,7080.30905054089
COL,national,national,2027,7220.52705907895
COL,national,national,2028,7377.09930005825
COL,national,national,2029,7539.32643501009
COL,national,national,2030,7706.48998660366
COM,national,national,1960,748.578573276681
COM,national,national,1961,739.758796271948
COM,national,national,1962,787.165097672386
COM,national,national,1963,932.691418250474
COM,national,national,1964,978.995247525321
COM,national,national,1965,959.150749264672
COM,national,national,1966,1033.01638167931
COM,national,national,1967,1049.55346356318
COM,national,national,1968,1023.09413254898
COM,national,national,1969,1012.06941129307
COM,national,national,1970,1059.47571269351
COM,national,national,1971,1073.8078503262
COM,national,national,1972,1064.98807332146
COM,national,national,1973,1109.08695834513
COM,national,national,1974,1106.88201409394
COM,national,national,1975,1144.36606636406
COM,national,national,1976,1112.3943747219
COM,national,national,1977,1064.98807332146
COM,national,national,1978,1062.78312907028
COM,national,national,1979,1127.82898448018
COM,national,national,1980,1174.13281375503
COM,national,national,1981,1185.5965019531
COM,national,national,1982,1226.81893299395
COM,national,national,1983,1250.62184699864
COM,national,national,1984,1266.15498899438
COM,national,national,1985,1259.29191812674
COM,national,national,1986,1247.58229012471
COM,national,national,1987,1233.65764943791
COM,national,national,1988,1233.02003956292
COM,national,national,1989,1162.33973140304
COM,national,national,1990,1189.94044420141
COM,national,national,1991,1098.65205144104
COM,national,national,1992,1167.87724147741
COM,national,national,1993,1181.2221252864
COM,national,national,1994,1099.25874422534
COM,national,national,1995,1119.34066721236
COM,national,national,1996,1086.01917467597
COM,national,national,1997,1110.49694644593
COM,national,national,1998,1105.53626849219
COM,national,national,1999,1106.90784619566
COM,national,national,2000,1203.65176320696
COM,national,national,2001,1206.65692984083
COM,national,national,2002,1208.85806145614
COM,national,national,2003,1210.73356414137
COM,national,national,2004,1210.80066418831
COM,national,national,2005,1220.00358435192
COM,national,national,2006,1227.29007394321
COM,national,national,2007,1212.69668410872
COM,national,national,2008,1235.97287268162
COM,national,national,2009,1250.90244015699
COM,national,national,2010,1272.60723213062
COM,national,national,2011,1299.11100609207
COM,national,national,2012,1313.58194779807
COM,national,national,2013,1343.54690686187
COM,national,national,2014,1342.32965963909
COM,national,national,2015,1329.37048235986
COM,national,national,2016,1345.62616538094
COM,national,national,2017,1369.41180288464
COM,national,national,2018,1391.84570443398
COM,national,national,2019,1389.36488019886
COM,national,national,2020,1359.7070894329
COM,national,national,2021,1359.76286116275
COM,national,national,2022,1368.37463227743
COM,national,national,2023,1382.51969363483
COM,national,national,2024,1399.19546277482
COM,national,national,2025,1423.74999432209
COM,national,national,2026,1451.23692025498
COM,national,national,2027,1482.50777287124
COM,national,national,2028,1513.7559531072
COM,national,national,2029,1538.66555813853
COM,national,national,2030,1564.55120429728
CPV,national,national,1960,488.381656594043
CPV,national,national,1961,504.732760515254
CPV,national,national,1962,519.362695602652
CPV,national,national,1963,532.271461856239
CPV,national,national,1964,543.028767067562
CPV,national,national,1965,553.355780070432
CPV,national,national,1966,563.252500864848
CPV,national,national,1967,571.428052825453
CPV,national,national,1968,579.603604786059
CPV,national,national,1969,587.779156746664
CPV,national,national,1970,595.954708707269
CPV,national,national,1971,617.469319129914
CPV,national,national,1972,626.935747715878
CPV,national,national,1973,632.529546425765
CPV,national,national,1974,644.147436053994
CPV,national,national,1975,532.271461856239
CPV,national,national,1976,538.29555277458
CPV,national,national,1977,506.023637140612
CPV,national,national,1978,548.62256577745
CPV,national,national,1979,559.810163197225
CPV,national,national,1980,581.755065828323
CPV,national,national,1981,622.175843789433
CPV,national,national,1982,630.373215165836
CPV,national,national,1983,680.309270761066
CPV,national,national,1984,696.047255683761
CPV,national,national,1985,745.620229080143
CPV,national,national,1986,756.26010041403
CPV,national,national,1987,777.830957355952
CPV,national,national,1988,813.037458467319
CPV,national,national,1989,846.574036092057
CPV,national,national,1990,835.120723175504
CPV,national,national,1991,826.681399309547
CPV,national,national,1992,896.519359558541
CPV,national,national,1993,953.861011115729
CPV,national,national,1994,1113.93806476467
CPV,national,national,1995,1248.28104350759
CPV,national,national,1996,1365.49820603623
CPV,national,national,1997,1492.01847422507
CPV,national,national,1998,1652.11117220593
CPV,national,national,1999,1809.80582624137
CPV,national,national,2000,2037.31720912714
CPV,national,national,2001,2051.21733888102
CPV,national,national,2002,2127.70872296502
CPV,national,national,2003,2186.89500422765
CPV,national,national,2004,2379.79636224135
CPV,national,national,2005,2514.16779255327
CPV,national,national,2006,2683.83943856892
CPV,national,national,2007,3056.97102851154
CPV,national,national,2008,3238.44159287498
CPV,national,national,2009,3159.58698693977
CPV,national,national,2010,3194.61667734233
CPV,national,national,2011,3309.20121643898
CPV,national,national,2012,3341.7421054836
CPV,national,national,2013,3361.09387702205
CPV,national,national,2014,3383.8422809791
CPV,national,national,2015,3415.06266730931
CPV,national,national,2016,3560.1400729534
CPV,national,national,2017,3719.71306047915
CPV,national,national,2018,3853.67940035241
CPV,national,national,2019,4115.90283469406
CPV,national,national,2020,3255.93628984058
CPV,national,national,2021,3471.6553421786
CPV,national,national,2022,3997.76763250653
CPV,national,national,2023,4195.75433916189
CPV,national,national,2024,4372.34957954231
CPV,national,national,2025,4609.08419506673
CPV,national,national,2026,4832.33050693795
CPV,national,national,2027,5047.96048879285
CPV,national,national,2028,5258.55915909084
CPV,national,national,2029,5480.05724319693
CPV,national,national,2030,5695.33525297284
CRI,national,national,1960,3609.40919815492
CRI,national,national,1961,3542.67400372626
CRI,national,national,1962,3600.83309317157
CRI,national,national,1963,3713.74115873913
CRI,national,national,1964,3718.23603135768
CRI,national,national,1965,3890.27312321249
CRI,national,national,1966,4029.53384187593
CRI,national,national,1967,4127.67381607427
CRI,national,national,1968,4348.20735762629
CRI,national,national,1969,4459.98825012418
CRI,national,national,1970,4665.11649140095
CRI,national,national,1971,4850.53963683087
CRI,national,national,1972,5112.64690734747
CRI,national,national,1973,5368.03692354767
CRI,national,national,1974,5523.18884522477
CRI,national,national,1975,5496.15761723616
CRI,national,national,1976,5650.75233986768
CRI,national,national,1977,5994.14245381341
CRI,national,national,1978,6202.51126996517
CRI,national,national,1979,6335.45848048448
CRI,national,national,1980,6211.82989065167
CRI,national,national,1981,5908.2172237219
CRI,national,national,1982,5329.87185376021
CRI,national,national,1983,5333.85210197832
CRI,national,national,1984,5605.37574945896
CRI,national,national,1985,5492.83542968165
CRI,national,national,1986,5641.94390936699
CRI,national,national,1987,5756.51906802572
CRI,national,national,1988,5802.828914637
CRI,national,national,1989,5979.07410559836
CRI,national,national,1990,6037.05111668102
CRI,national,national,1991,6018.68283701715
CRI,national,national,1992,6408.20531541453
CRI,national,national,1993,6693.49083166149
CRI,national,national,1994,6826.32273425801
CRI,national,national,1995,6940.83702069434
CRI,national,national,1996,6871.60941046409
CRI,national,national,1997,7085.98834302225
CRI,national,national,1998,7430.1724106288
CRI,national,national,1999,7584.42136977783
CRI,national,national,2000,7726.51985682031
CRI,national,national,2001,7854.2339580182
CRI,national,national,2002,7989.55926102157
CRI,national,national,2003,8207.45746763047
CRI,national,national,2004,8445.52914945791
CRI,national,national,2005,8655.33965418585
CRI,national,national,2006,9160.29437453236
CRI,national,national,2007,9779.51149389818
CRI,national,national,2008,10104.9092039691
CRI,national,national,2009,9883.67567046297
CRI,national,national,2010,10285.0856660419
CRI,national,national,2011,10612.4694861141
CRI,national,national,2012,11001.5192856576
CRI,national,national,2013,11151.1437869768
CRI,national,national,2014,11422.6735793176
CRI,national,national,2015,11714.7105980732
CRI,national,national,2016,12084.4351325634
CRI,national,national,2017,12468.5654531709
CRI,national,national,2018,12679.5253643016
CRI,national,national,2019,12877.650101079
CRI,national,national,2020,12242.2098908533
CRI,national,national,2021,13146.6927918465
CRI,national,national,2022,13686.1614090822
CRI,national,national,2023,14318.8389652137
CRI,national,national,2024,14753.8758328792
CRI,national,national,2025,15208.1281799035
CRI,national,national,2026,15710.6363222498
CRI,national,national,2027,16218.1710994482
CRI,national,national,2028,16642.3111914212
CRI,national,national,2029,17074.1854576322
CRI,national,national,2030,17515.8121841796
CUB,national,national,1960,2635.93501317918
CUB,national,national,1961,2701.08504356504
CUB,national,national,1962,2618.32689685868
CUB,national,national,1963,2604.24040380228
CUB,national,national,1964,2780.3215670073
CUB,national,national,1965,2718.69315988554
CUB,national,national,1966,2804.09252403998
CUB,national,national,1967,3071.73589211161
CUB,national,national,1968,2842.83037994508
CUB,national,national,1969,2761.83304487077
CUB,national,national,1970,2620.08770849073
CUB,national,national,1971,2795.975227427
CUB,national,national,1972,2884.41117375584
CUB,national,national,1973,2941.1069301794
CUB,national,national,1974,2932.40455689131
CUB,national,national,1975,3174.5497646957
CUB,national,national,1976,3314.86184023098
CUB,national,national,1977,3574.73735429822
CUB,national,national,1978,3785.5968529222
CUB,national,national,1979,3806.65442247557
CUB,national,national,1980,3606.74390099913
CUB,national,national,1981,4297.33730540661
CUB,national,national,1982,4650.66605560812
CUB,national,national,1983,4863.89364258073
CUB,national,national,1984,5206.71097026126
CUB,national,national,1985,5246.13530193757
CUB,national,national,1986,5206.52966743673
CUB,national,national,1987,5036.67220086788
CUB,national,national,1988,5174.62120636915
CUB,national,national,1989,5160.02681276118
CUB,national,national,1990,4961.45738860948
CUB,national,national,1991,4395.45493473446
CUB,national,national,1992,3861.87437370304
CUB,national,national,1993,3270.55047645542
CUB,national,national,1994,3280.38453264476
CUB,national,national,1995,3348.88763214863
CUB,national,national,1996,3599.32498555978
CUB,national,national,1997,3687.42530352589
CUB,national,national,1998,3680.98418008951
CUB,national,national,1999,3895.54643322661
CUB,national,national,2000,4112.26168350671
CUB,national,national,2001,4229.90309433356
CUB,national,national,2002,4277.39565642359
CUB,national,national,2003,4426.96599591833
CUB,national,national,2004,4670.18802138025
CUB,national,national,2005,5182.35283601732
CUB,national,national,2006,5799.41163668615
CUB,national,national,2007,6215.76603727772
CUB,national,national,2008,6469.08507847668
CUB,national,national,2009,6561.25305093006
CUB,national,national,2010,6716.49048497058
CUB,national,national,2011,6902.16397571139
CUB,national,national,2012,7109.24834185635
CUB,national,national,2013,7307.82004410741
CUB,national,national,2014,7392.48324633027
CUB,national,national,2015,7727.91997207998
CUB,national,national,2016,7774.0698462623
CUB,national,national,2017,7927.27769340823
CUB,national,national,2018,8120.43123558256
CUB,national,national,2019,8124.75282059108
CUB,national,national,2020,7252.31672155863
CUB,national,national,2021,7379.01400369289
CUB,national,national,2022,7552.3170665821
CUB,national,national,2023,7433.44336192822
CUW,national,national,2000,21523.6458973702
CUW,national,national,2001,22171.0655460422
CUW,national,national,2002,22231.8793091625
CUW,national,national,2003,21840.8913168396
CUW,national,national,2004,21512.1116035171
CUW,national,national,2005,21112.3219220136
CUW,national,national,2006,20913.6630394407
CUW,national,national,2007,21011.1570622011
CUW,national,national,2008,21202.4305115575
CUW,national,national,2009,20952.8998451864
CUW,national,national,2010,20706.4374577658
CUW,national,national,2011,20518.0986087103
CUW,national,national,2012,20277.5111916571
CUW,national,national,2013,19921.4770634064
CUW,national,national,2014,19529.5286704975
CUW,national,national,2015,19361.8130008678
CUW,national,national,2016,18953.0537415003
CUW,national,national,2017,18651.4798142441
CUW,national,national,2018,18355.1767135889
CUW,national,national,2019,17980.5298376417
CUW,national,national,2020,14901.2436090623
CUW,national,national,2021,15787.3376047401
CUW,national,national,2022,17144.6220682453
CUW,national,national,2023,18122.8740513221
CYM,national,national,2006,96066.6290832355
CYM,national,national,2007,96202.7379415493
CYM,national,national,2008,93115.3168416314
CYM,national,national,2009,84001.4215657607
CYM,national,national,2010,79483.0972813604
CYM,national,national,2011,78233.0187551876
CYM,national,national,2012,77074.3890872511
CYM,national,national,2013,76038.879554035
CYM,national,national,2014,76104.6215727416
CYM,national,national,2015,76379.2095108681
CYM,national,national,2016,77031.8643873625
CYM,national,national,2017,77717.1752058822
CYM,national,national,2018,79305.769672996
CYM,national,national,2019,80714.5718222987
CYM,national,national,2020,75199.6450417809
CYM,national,national,2021,77285.7966767064
CYM,national,national,2022,79587.3887913705
CYM,national,national,2023,81411.6457813075
CYP,national,national,1960,3904.09348854694
CYP,national,national,1961,4293.8327984734
CYP,national,national,1962,4702.55654469999
CYP,national,national,1963,4939.30363267824
CYP,national,national,1964,4434.54097340386
CYP,national,national,1965,5388.22971459926
CYP,national,national,1966,5676.34645374259
CYP,national,national,1967,6401.10522778921
CYP,national,national,1968,6641.20251040866
CYP,national,national,1969,7198.45155239519
CYP,national,national,1970,7359.26089517287
CYP,national,national,1971,8243.71228045009
CYP,national,national,1972,8720.55665104779
CYP,national,national,1973,8836.69673194278
CYP,national,national,1974,7262.10525057802
CYP,national,national,1975,6173.2919921875
CYP,national,national,1976,7484.80029296875
CYP,national,national,1977,8708.4130859375
CYP,national,national,1978,9350.9501953125
CYP,national,national,1979,10197.6181640625
CYP,national,national,1980,10667.7939453125
CYP,national,national,1981,10756.2109375
CYP,national,national,1982,11269.767578125
CYP,national,national,1983,11801.142578125
CYP,national,national,1984,12669.44140625
CYP,national,national,1985,13127.4716796875
CYP,national,national,1986,13458.46875
CYP,national,national,1987,14253.4970703125
CYP,national,national,1988,15322.62109375
CYP,national,national,1989,16306.2587890625
CYP,national,national,1990,17144.396484375
CYP,national,national,1991,16829.83984375
CYP,national,national,1992,17928.46484375
CYP,national,national,1993,17623.208984375
CYP,national,national,1994,18280.943359375
CYP,national,national,1995,19453.763671875
CYP,national,national,1996,19385.2109375
CYP,national,national,1997,19617.1015625
CYP,national,national,1998,20562.203125
CYP,national,national,1999,21349.654296875
CYP,national,national,2000,22383.865234375
CYP,national,national,2001,23019.1484375
CYP,national,national,2002,23604.080078125
CYP,national,national,2003,23930.669921875
CYP,national,national,2004,24799.546875
CYP,national,national,2005,25631.265625
CYP,national,national,2006,26395.41015625
CYP,national,national,2007,27156.68359375
CYP,national,national,2008,27449.04296875
CYP,national,national,2009,26183.4609375
CYP,national,national,2010,26090.048828125
CYP,national,national,2011,25538.78125
CYP,national,national,2012,24285.49609375
CYP,national,national,2013,22738.490234375
CYP,national,national,2014,22581.828125
CYP,national,national,2015,23487.228515625
CYP,national,national,2016,24916.6328125
CYP,national,national,2017,26105.5859375
CYP,national,national,2018,27406.4765625
CYP,national,national,2019,28625.779296875
CYP,national,national,2020,27391.58984375
CYP,national,national,2021,30227.91796875
CYP,national,national,2022,32015.3515625
CYP,national,national,2023,32341.302734375
CYP,national,national,2024,33388.0608261578
CYP,national,national,2025,33878.2964211339
CYP,national,national,2026,34266.3846722161
CYP,national,national,2027,34879.6775718025
CYP,national,national,2028,35822.6376214675
CYP,national,national,2029,36805.3600751598
CYP,national,national,2030,37800.2884943745
CZE,national,national,1970,7342.80666085089
CZE,national,national,1971,7702.89628790907
CZE,national,national,1972,8079.77331016811
CZE,national,national,1973,8415.52121418507
CZE,national,national,1974,8766.37777388279
CZE,national,national,1975,9194.45635150441
CZE,national,national,1976,9499.1475743998
CZE,national,national,1977,9765.22778833324
CZE,national,national,1978,10118.6024573111
CZE,national,national,1979,10210.0937611557
CZE,national,national,1980,10354.465359883
CZE,national,national,1981,10329.2842670817
CZE,national,national,1982,10163.9284243534
CZE,national,national,1983,10325.0874182815
CZE,national,national,1984,10553.3959930131
CZE,national,national,1985,10790.098265345
CZE,national,national,1986,11088.9138999201
CZE,national,national,1987,11343.2429372129
CZE,national,national,1988,11575.7483607447
CZE,national,national,1989,11773.8396241147
CZE,national,national,1990,11900.5844578811
CZE,national,national,1991,10543.6195998133
CZE,national,national,1992,10479.4918683842
CZE,national,national,1993,10475.0849143439
CZE,national,national,1994,10775.9443888685
CZE,national,national,1995,11453.380017709
CZE,national,national,1996,11944.7171470429
CZE,national,national,1997,11886.3480918471
CZE,national,national,1998,11850.8396211152
CZE,national,national,1999,12026.4688074555
CZE,national,national,2000,12543.9364338645
CZE,national,national,2001,12958.4667624815
CZE,national,national,2002,13179.9878099111
CZE,national,national,2003,13618.9349637214
CZE,national,national,2004,14259.6334294387
CZE,national,national,2005,15147.7214429473
CZE,national,national,2006,16107.3042504372
CZE,national,national,2007,16892.5428566711
CZE,national,national,2008,17190.6470317686
CZE,national,national,2009,16272.8084749422
CZE,national,national,2010,16665.9317833287
CZE,national,national,2011,16926.2846655313
CZE,national,national,2012,16772.3539228258
CZE,national,national,2013,16759.7808654377
CZE,national,national,2014,17118.0425569684
CZE,national,national,2015,17931.5987670768
CZE,national,national,2016,18359.0978117405
CZE,national,national,2017,19257.6930673781
CZE,national,national,2018,19736.629527594
CZE,national,national,2019,20360.0599218778
CZE,national,national,2020,19233.1469565497
CZE,national,national,2021,20373.8783032185
CZE,national,national,2022,20627.3486496304
CZE,national,national,2023,20245.6557955904
CZE,national,national,2024,20303.2394475203
CZE,national,national,2025,20960.0296510215
CZE,national,national,2026,21648.3833924784
CZE,national,national,2027,22135.4455428362
CZE,national,national,2028,22650.9695773277
CZE,national,national,2029,23172.9364363785
CZE,national,national,2030,23707.1364395039
DEU,national,national,1960,12600.3273968705
DEU,national,national,1961,13041.1594696312
DEU,national,national,1962,13524.6491050286
DEU,national,national,1963,13766.5355362913
DEU,national,national,1964,14562.8358867104
DEU,national,national,1965,15196.3266135987
DEU,national,national,1966,15493.828376695
DEU,national,national,1967,15372.2150106017
DEU,national,national,1968,16171.5531425011
DEU,national,national,1969,17233.9697030039
DEU,national,national,1970,18053.2877662512
DEU,national,national,1971,18584.7134080664
DEU,national,national,1972,19291.3926710734
DEU,national,national,1973,20149.4771410192
DEU,national,national,1974,20320.9008986241
DEU,national,national,1975,20220.0209834851
DEU,national,national,1976,21311.945010658
DEU,national,national,1977,22075.2189098003
DEU,national,national,1978,22759.1492987824
DEU,national,national,1979,23693.2601878736
DEU,national,national,1980,23977.2698645215
DEU,national,national,1981,24067.4825503981
DEU,national,national,1982,23995.2661890258
DEU,national,national,1983,24436.5473234992
DEU,national,national,1984,25213.3820426351
DEU,national,national,1985,25858.0588733612
DEU,national,national,1986,26437.4177394677
DEU,national,national,1987,26766.9600581443
DEU,national,national,1988,27651.0362681017
DEU,national,national,1989,28507.1621299938
DEU,national,national,1990,29747.6909405244
DEU,national,national,1991,31040.2935628737
DEU,national,national,1992,31425.647608288
DEU,national,national,1993,30915.8728851988
DEU,national,national,1994,31609.1102861092
DEU,national,national,1995,31990.7949869618
DEU,national,national,1996,32229.4778702849
DEU,national,national,1997,32779.2802468879
DEU,national,national,1998,33461.3192202157
DEU,national,national,1999,34152.0032256224
DEU,national,national,2000,35087.0891559515
DEU,national,national,2001,35601.3628351653
DEU,national,national,2002,35460.4121336422
DEU,national,national,2003,35252.9745134977
DEU,national,national,2004,35670.4870276152
DEU,national,national,2005,36006.8578105923
DEU,national,national,2006,37437.3918783337
DEU,national,national,2007,38570.9146408152
DEU,national,national,2008,38996.143407627
DEU,national,national,2009,36927.1920287013
DEU,national,national,2010,38517.4397860109
DEU,national,national,2011,40712.6577363042
DEU,national,national,2012,40829.034893805
DEU,national,national,2013,40875.0262803178
DEU,national,national,2014,41588.0763875592
DEU,national,national,2015,41911.0109851054
DEU,national,national,2016,42528.0637107828
DEU,national,national,2017,43520.1864212996
DEU,national,national,2018,43874.0130936092
DEU,national,national,2019,44207.6320519514
DEU,national,national,2020,42362.6472136853
DEU,national,national,2021,43898.7713167519
DEU,national,national,2022,44180.4298386996
DEU,national,national,2023,44336.7775157399
DEU,national,national,2024,44173.3853740832
DEU,national,national,2025,44351.2135354869
DEU,national,national,2026,44542.0613888105
DEU,national,national,2027,45048.1410299541
DEU,national,national,2028,45573.6958430022
DEU,national,national,2029,45999.1701857231
DEU,national,national,2030,46316.7967374144
DJI,national,national,1960,4022.77150504352
DJI,national,national,1961,4049.34719152167
DJI,national,national,1962,3993.24296451225
DJI,national,national,1963,4027.6929284654
DJI,national,national,1964,3991.2743951435
DJI,national,national,1965,3983.4001176685
DJI,national,national,1966,3999.14867261851
DJI,national,national,1967,3991.2743951435
DJI,national,national,1968,3964.69870866536
DJI,national,national,1969,3954.8558618216
DJI,national,national,1970,4698.97508320964
DJI,national,national,1971,4769.84358048469
DJI,national,national,1972,4711.77078410652
DJI,national,national,1973,4725.55076968778
DJI,national,national,1974,4344.63259683438
DJI,national,national,1975,4617.27945440645
DJI,national,national,1976,4801.34069038471
DJI,national,national,1977,3972.57298614036
DJI,national,national,1978,3365.26933588055
DJI,national,national,1979,3256.01373591485
DJI,national,national,1980,3117.22959541787
DJI,national,national,1981,3042.42395940532
DJI,national,national,1982,2995.17829455528
DJI,national,national,1983,2916.43551980523
DJI,national,national,1984,2897.73411080209
DJI,national,national,1985,2834.73989100204
DJI,national,national,1986,2699.89288924257
DJI,national,national,1987,2628.04010728314
DJI,national,national,1988,2610.32298296438
DJI,national,national,1989,2397.71749113923
DJI,national,national,1990,2271.72905153914
DJI,national,national,1991,2111.6553129606
DJI,national,national,1992,2095.18201457219
DJI,national,national,1993,1942.83202029298
DJI,national,national,1994,1904.5193176832
DJI,national,national,1995,1814.83423320752
DJI,national,national,1996,1711.09814068731
DJI,national,national,1997,1646.27816830026
DJI,national,national,1998,1600.66411365752
DJI,national,national,1999,1601.47872731409
DJI,national,national,2000,1573.33360997335
DJI,national,national,2001,1567.80371938404
DJI,national,national,2002,1588.33284555464
DJI,national,national,2003,1611.56011007979
DJI,national,national,2004,1630.66258482009
DJI,national,national,2005,1656.38972194213
DJI,national,national,2006,1711.60242533185
DJI,national,national,2007,1773.13808234162
DJI,national,national,2008,1851.01773398479
DJI,national,national,2009,1854.90115676029
DJI,national,national,2010,1903.3814446391
DJI,national,national,2011,2009.94928939406
DJI,national,national,2012,2072.16163605505
DJI,national,national,2013,2138.43843074856
DJI,national,national,2014,2248.59114297989
DJI,national,national,2015,2376.12554719873
DJI,national,national,2016,2502.85181449431
DJI,national,national,2017,2596.45134698268
DJI,national,national,2018,2677.16701469784
DJI,national,national,2019,2781.94687224659
DJI,national,national,2020,2776.54090852115
DJI,national,national,2021,2860.53793870551
DJI,national,national,2022,2925.84071784878
DJI,national,national,2023,3078.28598659063
DJI,national,national,2024,3236.91100990109
DJI,national,national,2025,3358.92028826352
DJI,national,national,2026,3482.6656357675
DJI,national,national,2027,3604.8976570791
DJI,national,national,2028,3760.94308185984
DJI,national,national,2029,3923.74325446183
DJI,national,national,2030,4098.54439986589
DMA,national,national,1960,1717.71328695186
DMA,national,national,1961,1622.51471924128
DMA,national,national,1962,1839.12595301754
DMA,national,national,1963,1892.93383911482
DMA,national,national,1964,1957.77924030899
DMA,national,national,1965,1659.76633269324
DMA,national,national,1966,1825.32905914644
DMA,national,national,1967,1828.08843792066
DMA,national,national,1968,1777.03993059759
DMA,national,national,1969,1915.00886930858
DMA,national,national,1970,2058.49656556801
DMA,national,national,1971,2177.14985285947
DMA,national,national,1972,2309.60003402202
DMA,national,national,1973,2473.7830710881
DMA,national,national,1974,2613.13169918621
DMA,national,national,1975,2676.59741099326
DMA,national,national,1976,2850.43827376911
DMA,national,national,1977,2920.80243251172
DMA,national,national,1978,3214.41336409998
DMA,national,national,1979,2615.81730042263
DMA,national,national,1980,2960.86465410872
DMA,national,national,1981,3285.86768556928
DMA,national,national,1982,3435.52506711189
DMA,national,national,1983,3539.07441592244
DMA,national,national,1984,3703.41050867178
DMA,national,national,1985,3772.36771911248
DMA,national,national,1986,4058.32027984626
DMA,national,national,1987,4337.56669245705
DMA,national,national,1988,4704.10484882737
DMA,national,national,1989,4725.56527170019
DMA,national,national,1990,5019.22928541831
DMA,national,national,1991,5111.17472955732
DMA,national,national,1992,5212.72047871724
DMA,national,national,1993,5317.10554430161
DMA,national,national,1994,5315.57046066221
DMA,national,national,1995,5477.30878812707
DMA,national,national,1996,5652.13588872614
DMA,national,national,1997,5784.92174395749
DMA,national,national,1998,6018.45615395774
DMA,national,national,1999,6062.04155443161
DMA,national,national,2000,6236.41530652291
DMA,national,national,2001,6252.78620148137
DMA,national,national,2002,6068.93653642148
DMA,national,national,2003,6439.05826661346
DMA,national,national,2004,6624.08831564742
DMA,national,national,2005,6659.28779703005
DMA,national,national,2006,6962.28124307129
DMA,national,national,2007,7400.18344311927
DMA,national,national,2008,7926.34888778889
DMA,national,national,2009,7832.50550012373
DMA,national,national,2010,7885.76218710203
DMA,national,national,2011,7846.02849210952
DMA,national,national,2012,7755.63860249569
DMA,national,national,2013,7612.33600928235
DMA,national,national,2014,7899.649940693
DMA,national,national,2015,7679.83293618857
DMA,national,national,2016,7983.23571599345
DMA,national,national,2017,7575.63365328777
DMA,national,national,2018,7881.43631947783
DMA,national,national,2019,8351.12522914571
DMA,national,national,2020,6996.13658633828
DMA,national,national,2021,7519.49355098053
DMA,national,national,2022,7984.01911049722
DMA,national,national,2023,8399.96601368496
DMA,national,national,2024,8738.55622708424
DMA,national,national,2025,9156.87412946346
DMA,national,national,2026,9519.00427219479
DMA,national,national,2027,9842.79561082158
DMA,national,national,2028,10062.0676730896
DMA,national,national,2029,10253.5263925597
DMA,national,national,2030,10460.1296995642
DNK,national,national,1960,17520.746481577
DNK,national,national,1961,18508.6964443178
DNK,national,national,1962,19405.8956885655
DNK,national,national,1963,19376.2803404013
DNK,national,national,1964,21003.9109980765
DNK,national,national,1965,21790.2312357714
DNK,national,national,1966,22208.4289214487
DNK,national,national,1967,23330.995164681
DNK,national,national,1968,24546.6538399604
DNK,national,national,1969,26071.0399378755
DNK,national,national,1970,26356.1270283734
DNK,national,national,1971,27005.365066928
DNK,national,national,1972,27871.0435311277
DNK,national,national,1973,29010.519139544
DNK,national,national,1974,28597.3223137558
DNK,national,national,1975,28112.9709514439
DNK,national,national,1976,29723.0911169378
DNK,national,national,1977,30218.9600379221
DNK,national,national,1978,30853.3720172917
DNK,national,national,1979,32025.1913448919
DNK,national,national,1980,31745.9167869188
DNK,national,national,1981,31519.6357994139
DNK,national,national,1982,32770.4867209655
DNK,national,national,1983,33663.5864688998
DNK,national,national,1984,35142.7674473353
DNK,national,national,1985,36587.4452819712
DNK,national,national,1986,38268.0683803545
DNK,national,national,1987,38396.5670666554
DNK,national,national,1988,38482.6663517953
DNK,national,national,1989,38727.7183714612
DNK,national,national,1990,39306.7939163003
DNK,national,national,1991,39776.5961662564
DNK,national,national,1992,40447.232822697
DNK,national,national,1993,40280.8935829591
DNK,national,national,1994,42270.6520789912
DNK,national,national,1995,43328.5293423529
DNK,national,national,1996,44331.6199506782
DNK,national,national,1997,45546.5896032205
DNK,national,national,1998,46437.1921036166
DNK,national,national,1999,47657.173193571
DNK,national,national,2000,49266.9882702373
DNK,national,national,2001,49557.1510075058
DNK,national,national,2002,49624.5965334337
DNK,national,national,2003,49708.0908999592
DNK,national,national,2004,50956.3045506744
DNK,national,national,2005,52015.1841293483
DNK,national,national,2006,53823.1590414696
DNK,national,national,2007,54113.9771443798
DNK,national,national,2008,53572.5346597284
DNK,national,national,2009,50635.9117993314
DNK,national,national,2010,51209.4492636368
DNK,national,national,2011,51667.5313181951
DNK,national,national,2012,51470.6898338005
DNK,national,national,2013,51970.3909405024
DNK,national,national,2014,52368.3625852985
DNK,national,national,2015,53094.0133607574
DNK,national,national,2016,54300.2039530893
DNK,national,national,2017,55601.0145649906
DNK,national,national,2018,56355.0733009054
DNK,national,national,2019,57114.6227285377
DNK,national,national,2020,55934.5556066994
DNK,national,national,2021,59803.9202099741
DNK,national,national,2022,60248.6712302435
DNK,national,national,2023,61295.9818623394
DNK,national,national,2024,62286.8370715253
DNK,national,national,2025,62958.1499017886
DNK,national,national,2026,64375.1218466656
DNK,national,national,2027,64879.0096540293
DNK,national,national,2028,65214.4459354325
DNK,national,national,2029,65794.6277014578
